comment_id,fashion_house,comment,processed_text,bert_sentiment,vader_sentiment,emoji_analysis,emotions,aspects,subjectivity,language_features
159,Chanel,she is a real princess ✨ @goyounjung,real princess user ✨,"{'positive': 0.6698463559150696, 'negative': 0.33015358448028564}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 1.0, 'count': 1, 'frequencies': {'✨': 1}}","{'anger': 0.010081099346280098, 'disgust': 0.006001857575029135, 'fear': 0.006174449808895588, 'joy': 0.5163973178714514, 'neutral': 0.9258302450180054, 'sadness': 0.007673740386962891, 'surprise': 0.011444022879004478}",{},0.30000000000000004,"{'emojis': 1, 'words': 4, 'has_hashtags': False, 'has_mentions': True}"
258,Chanel,Polyester final boss,polyester final bos,"{'positive': 0.6349967122077942, 'negative': 0.3650033175945282}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.006998166907578707, 'disgust': 0.008989951573312283, 'fear': 0.0033860825933516026, 'joy': 0.017674928531050682, 'neutral': 0.9006583094596863, 'sadness': 0.017093993723392487, 'surprise': 0.04519857093691826}",{},1.0,"{'emojis': 0, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
259,Chanel,The butter yellow maxi shirt dress is a vibe at least,butter yellow maxi shirt dress vibe least,"{'positive': 0.669145405292511, 'negative': 0.3308546245098114}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.011865545064210892, 'disgust': 0.03079449199140072, 'fear': 0.007063098717480898, 'joy': 0.25674641132354736, 'neutral': 0.6001238226890564, 'sadness': 0.05346045270562172, 'surprise': 0.039946217089891434}",{},0.2,"{'emojis': 0, 'words': 7, 'has_hashtags': False, 'has_mentions': False}"
260,Chanel,Anxiously awaiting Matthieu’s arrival !!,anxiously awaiting matthieu arrival repeated,"{'positive': 0.6655568480491638, 'negative': 0.3344431221485138}","{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.2263}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.00963573344051838, 'disgust': 0.0016446480294689536, 'fear': 0.09978515654802322, 'joy': 0.046071071177721024, 'neutral': 0.6878780126571655, 'sadness': 0.038960907608270645, 'surprise': 0.11602447181940079}",{},1.0,"{'emojis': 0, 'words': 5, 'has_hashtags': False, 'has_mentions': False}"
261,Chanel,the way that Dua Lipa’s look worn to the fashion show generated more media attention than the show itself.. 😭,way dua lipa look worn fashion show generated medium attention show repeated 😭,"{'positive': 0.6494447588920593, 'negative': 0.3505551815032959}","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}","{'sentiment': -1.0, 'count': 1, 'frequencies': {'😭': 1}}","{'anger': 0.08088910579681396, 'disgust': 0.005172086879611015, 'fear': 0.00623098062351346, 'joy': 0.5546057224273682, 'neutral': 0.19213908910751343, 'sadness': 0.5082884486764669, 'surprise': 0.14438611268997192}",{},0.0,"{'emojis': 1, 'words': 13, 'has_hashtags': False, 'has_mentions': False}"
262,Chanel,This is very good for them!,good,"{'positive': 0.6672316193580627, 'negative': 0.33276835083961487}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.0263192281126976, 'disgust': 0.10551005601882935, 'fear': 0.004854029044508934, 'joy': 0.1864708960056305, 'neutral': 0.632514476776123, 'sadness': 0.03491366282105446, 'surprise': 0.009417636319994926}",{},0.6000000000000001,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
263,Chanel,What’s with the belt ??? 😭,belt repeated 😭,"{'positive': 0.671402096748352, 'negative': 0.3285978436470032}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': -1.0, 'count': 1, 'frequencies': {'😭': 1}}","{'anger': 0.035593658685684204, 'disgust': 0.018765375018119812, 'fear': 0.009200072847306728, 'joy': 0.009576973505318165, 'neutral': 0.8196495771408081, 'sadness': 0.527887623757124, 'surprise': 0.051439061760902405}",{},0.0,"{'emojis': 1, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
264,Chanel,Something was off with many of the looks,something many look,"{'positive': 0.6691856980323792, 'negative': 0.33081430196762085}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.007277593947947025, 'disgust': 0.021097660064697266, 'fear': 0.005470240954309702, 'joy': 0.006468725390732288, 'neutral': 0.8625843524932861, 'sadness': 0.028635168448090553, 'surprise': 0.0684661865234375}",{},0.5,"{'emojis': 0, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
265,Chanel,This is Ready to wear,ready wear,"{'positive': 0.670224130153656, 'negative': 0.3297758400440216}","{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.005080132745206356, 'disgust': 0.0022026943042874336, 'fear': 0.00377425504848361, 'joy': 0.007886462844908237, 'neutral': 0.945594310760498, 'sadness': 0.00831759162247181, 'surprise': 0.02714466117322445}",{},0.5,"{'emojis': 0, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
266,Chanel,chanel is just… ALWAYS the same,chanel allcaps always allcaps,"{'positive': 0.6246283054351807, 'negative': 0.37537163496017456}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.006040636915713549, 'disgust': 0.000995451700873673, 'fear': 0.0024307623971253633, 'joy': 0.04178863763809204, 'neutral': 0.746044397354126, 'sadness': 0.07014118134975433, 'surprise': 0.13255906105041504}",{},0.0,"{'emojis': 0, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
267,Chanel,Damnnnn,threat,"{'positive': 0.6670035123825073, 'negative': 0.33299654722213745}","{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.01374618336558342, 'disgust': 0.002361145569011569, 'fear': 0.9703258872032166, 'joy': 0.0014798007905483246, 'neutral': 0.005228221882134676, 'sadness': 0.004113989416509867, 'surprise': 0.002744819736108184}",{},0.0,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
268,Chanel,Blazy could be an artist and couturier but that won’t stop the directive chairs de using what will be shown and how they want to approach the masses. I love him for the position but at the same time I can see Icarus falling down on restrictions. I hope this won’t be the case,blazy could artist couturier stop directive chair de using shown want approach mass love position time see icarus falling restriction hope case,"{'positive': 0.6323875188827515, 'negative': 0.36761248111724854}","{'neg': 0.195, 'neu': 0.528, 'pos': 0.277, 'compound': 0.5423}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.016994265839457512, 'disgust': 0.0019692464265972376, 'fear': 0.005924663040786982, 'joy': 0.05238695442676544, 'neutral': 0.36697685718536377, 'sadness': 0.19038856029510498, 'surprise': 0.36535942554473877}",{},0.6,"{'emojis': 0, 'words': 22, 'has_hashtags': False, 'has_mentions': False}"
269,Chanel,A Chanel contract is a prison of its own making,chanel contract prison making,"{'positive': 0.6715540289878845, 'negative': 0.32844600081443787}","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5106}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.03489786386489868, 'disgust': 0.012730520218610764, 'fear': 0.017463380470871925, 'joy': 0.030234746634960175, 'neutral': 0.7462648749351501, 'sadness': 0.08378081023693085, 'surprise': 0.07462776452302933}",{},0.0,"{'emojis': 0, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
270,Chanel,These critical commts are from people that probably dont shop clothes from the brand and are probably not working in design. The team there are talented and positions earned were not easy to come by. Chanel hasn’t been a brand you go to for avant garde-for decades it’s been like this. Blazy probably will change it but these cmmts are funny,critical commts people probably dont shop clothes brand probably working design team talented position earned easy come chanel brand go avant garde decade like blazy probably change cmmts funny,"{'positive': 0.6209585070610046, 'negative': 0.379041463136673}","{'neg': 0.061, 'neu': 0.633, 'pos': 0.306, 'compound': 0.8519}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.007389451377093792, 'disgust': 0.0006098976009525359, 'fear': 0.001569112529978156, 'joy': 0.11777602881193161, 'neutral': 0.09323321282863617, 'sadness': 0.033357102423906326, 'surprise': 0.7460651993751526}","{'design': {'score': np.float64(-0.3182), 'count': 1, 'emoji_count': 0}}",0.8833333333333334,"{'emojis': 0, 'words': 29, 'has_hashtags': False, 'has_mentions': False}"
271,Chanel,"At this point, the only logical explanation I can find Is that The corporate side of Chanel (and shareholders) are keeping the creative director from doing something original because they are prioritizing the legacy of the brand. That's the only reason why every collection looks like same Even by different designers.",point logical explanation find corporate side chanel shareholder keeping creative director something original prioritizing legacy brand reason every collection look like even different designer,"{'positive': 0.6175180077552795, 'negative': 0.38248199224472046}","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.7717}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.039271287620067596, 'disgust': 0.002830363344401121, 'fear': 0.005683077033609152, 'joy': 0.05447342246770859, 'neutral': 0.4678348898887634, 'sadness': 0.016186188906431198, 'surprise': 0.4137208163738251}","{'design': {'score': np.float64(0.3612), 'count': 1, 'emoji_count': 0}, 'innovation': {'score': np.float64(0.6369), 'count': 1, 'emoji_count': 0}}",0.52,"{'emojis': 0, 'words': 24, 'has_hashtags': False, 'has_mentions': False}"
272,Chanel,pastels for spring? groundbreaking,pastel spring groundbreaking,"{'positive': 0.6818168759346008, 'negative': 0.3181830942630768}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.012962820008397102, 'disgust': 0.0024382679257541895, 'fear': 0.019070662558078766, 'joy': 0.0776437297463417, 'neutral': 0.3679482042789459, 'sadness': 0.016057409346103668, 'surprise': 0.5038788914680481}",{},0.0,"{'emojis': 0, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
273,Chanel,"I think people are losing track what Chanel fashion is. Chanel doesn't go with trends. It is classic and comfort like Gabrielle herself. So, it is unfair for it to be compared to Shiaparelli and other brands because they have diff focus and vibe. I actually admire Chanel for staying who they are. Yes, they can do better but I admire them for not following trends.",think people losing track chanel fashion chanel go trend classic comfort like gabrielle unfair compared shiaparelli brand diff focus vibe actually admire chanel staying yes better admire following trend,"{'positive': 0.6451596021652222, 'negative': 0.35484033823013306}","{'neg': 0.131, 'neu': 0.483, 'pos': 0.386, 'compound': 0.8779}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.16356885433197021, 'disgust': 0.002246115356683731, 'fear': 0.0026897855568677187, 'joy': 0.15439586341381073, 'neutral': 0.09417453408241272, 'sadness': 0.21846507489681244, 'surprise': 0.364459753036499}",{},0.3733333333333334,"{'emojis': 0, 'words': 29, 'has_hashtags': False, 'has_mentions': False}"
274,Chanel,None of these really scream Chanel to me or even a twist on the brand/signature pieces,none really scream chanel even twist brand signature piece,"{'positive': 0.6410794258117676, 'negative': 0.3589206039905548}","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.3559}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.03325812518596649, 'disgust': 0.006255500949919224, 'fear': 0.015565591864287853, 'joy': 0.06281784921884537, 'neutral': 0.7980835437774658, 'sadness': 0.014003081247210503, 'surprise': 0.07001625746488571}",{},0.2,"{'emojis': 0, 'words': 9, 'has_hashtags': False, 'has_mentions': False}"
275,Chanel,They need to slightly lower their price point honestly,need slightly lower price point honestly,"{'positive': 0.6523768901824951, 'negative': 0.3476230800151825}","{'neg': 0.214, 'neu': 0.449, 'pos': 0.337, 'compound': 0.2716}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.009715835563838482, 'disgust': 0.004765301942825317, 'fear': 0.006628622766584158, 'joy': 0.006459645461291075, 'neutral': 0.7588441967964172, 'sadness': 0.05806110054254532, 'surprise': 0.15552528202533722}",{},0.5333333333333333,"{'emojis': 0, 'words': 6, 'has_hashtags': False, 'has_mentions': False}"
276,Chanel,Too many skinny black belts! They should have switched up the styling.,many skinny black belt switched styling,"{'positive': 0.6680446863174438, 'negative': 0.33195531368255615}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.010577770881354809, 'disgust': 0.0031559953931719065, 'fear': 0.0025370686780661345, 'joy': 0.01252974383533001, 'neutral': 0.6531409621238708, 'sadness': 0.06079637259244919, 'surprise': 0.25726208090782166}",{},0.4666666666666667,"{'emojis': 0, 'words': 6, 'has_hashtags': False, 'has_mentions': False}"
14,Schiaparelli,It screams ARIEL isn’t it??,scream allcaps ariel allcaps repeated,"{'positive': 0.6266708374023438, 'negative': 0.373329222202301}","{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.2543182969093323, 'disgust': 0.003093854757025838, 'fear': 0.6503901481628418, 'joy': 0.010290936566889286, 'neutral': 0.055040955543518066, 'sadness': 0.011320209130644798, 'surprise': 0.015545534901320934}",{},0.0,"{'emojis': 0, 'words': 5, 'has_hashtags': False, 'has_mentions': False}"
73,Schiaparelli,"Unreal. The fabrics, the details, just everything ❤️",unreal fabric detail everything ❤,"{'positive': 0.649649977684021, 'negative': 0.3503500521183014}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.08533898741006851, 'disgust': 0.02063487283885479, 'fear': 0.10656435787677765, 'joy': 0.006832900457084179, 'neutral': 0.3123818039894104, 'sadness': 0.07380969822406769, 'surprise': 0.39443743228912354}","{'quality': {'score': np.float64(0.0), 'count': 1, 'emoji_count': 1}}",0.0,"{'emojis': 1, 'words': 5, 'has_hashtags': False, 'has_mentions': False}"
74,Schiaparelli,Oooh so beautiful,oooh beautiful,"{'positive': 0.6599816083908081, 'negative': 0.3400183618068695}","{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.0038109275046736, 'disgust': 0.0025611978489905596, 'fear': 0.004949750378727913, 'joy': 0.3037518262863159, 'neutral': 0.02411475032567978, 'sadness': 0.020308297127485275, 'surprise': 0.6405032277107239}","{'aesthetic': {'score': np.float64(0.6361), 'count': 1, 'emoji_count': 0}}",1.0,"{'emojis': 0, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
75,Schiaparelli,Every time I look at these designs I fall more in love with them!,every time look design fall love,"{'positive': 0.6322594285011292, 'negative': 0.36774054169654846}","{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.009627323597669601, 'disgust': 0.0016884421929717064, 'fear': 0.0038845762610435486, 'joy': 0.34617602825164795, 'neutral': 0.5199747085571289, 'sadness': 0.007350721396505833, 'surprise': 0.11129822582006454}","{'design': {'score': np.float64(0.6975), 'count': 1, 'emoji_count': 0}}",0.6,"{'emojis': 0, 'words': 6, 'has_hashtags': False, 'has_mentions': False}"
76,Schiaparelli,Wow,wow,"{'positive': 0.6735788583755493, 'negative': 0.32642123103141785}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.003548627020791173, 'disgust': 0.002489235484972596, 'fear': 0.013587206602096558, 'joy': 0.0042565050534904, 'neutral': 0.01210357528179884, 'sadness': 0.003366597695276141, 'surprise': 0.960648238658905}",{},1.0,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
77,Schiaparelli,"Unbelievable, Daniel makes everything become magical and dream, my dream is to work in your team, it must be amazing to produce these works of art",unbelievable daniel make everything become magical dream dream work team must amazing produce work art,"{'positive': 0.6424334645271301, 'negative': 0.35756656527519226}","{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.8225}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.007882791571319103, 'disgust': 0.000606348505243659, 'fear': 0.008812560699880123, 'joy': 0.06232773885130882, 'neutral': 0.02221190556883812, 'sadness': 0.003186167450621724, 'surprise': 0.894972562789917}",{},0.9666666666666667,"{'emojis': 0, 'words': 15, 'has_hashtags': False, 'has_mentions': False}"
78,Schiaparelli,"Daniel, please ….. have mercy on",daniel please repeated mercy,"{'positive': 0.6484943628311157, 'negative': 0.3515056371688843}","{'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.5859}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.02430659905076027, 'disgust': 0.030242132022976875, 'fear': 0.011399435810744762, 'joy': 0.007260614540427923, 'neutral': 0.5684136152267456, 'sadness': 0.3467106819152832, 'surprise': 0.011666888371109962}",{},0.0,"{'emojis': 0, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
79,Schiaparelli,Incredible,incredible,"{'positive': 0.6616767644882202, 'negative': 0.3383232057094574}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.019859524443745613, 'disgust': 0.004316383041441441, 'fear': 0.014019126072525978, 'joy': 0.037523530423641205, 'neutral': 0.035069115459918976, 'sadness': 0.0027671693824231625, 'surprise': 0.886445164680481}",{},0.9,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
201,Chanel,Perfeitoooo,perfect,"{'positive': 0.6604330539703369, 'negative': 0.3395669162273407}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.04071241244673729, 'disgust': 0.020192645490169525, 'fear': 0.0034710888285189867, 'joy': 0.09333217144012451, 'neutral': 0.7943564057350159, 'sadness': 0.018288619816303253, 'surprise': 0.02964659221470356}",{},1.0,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
202,Chanel,Impecável,impeccable,"{'positive': 0.6458624005317688, 'negative': 0.3541375994682312}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.027590686455368996, 'disgust': 0.010401634499430656, 'fear': 0.02583860047161579, 'joy': 0.02299073152244091, 'neutral': 0.7301485538482666, 'sadness': 0.0381537526845932, 'surprise': 0.14487601816654205}",{},0.75,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
203,Chanel,Beautiful,beautiful,"{'positive': 0.6561679840087891, 'negative': 0.3438319265842438}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.005433108191937208, 'disgust': 0.005689383950084448, 'fear': 0.002072257222607732, 'joy': 0.9164878726005554, 'neutral': 0.04161505773663521, 'sadness': 0.01074298657476902, 'surprise': 0.01795947551727295}","{'aesthetic': {'score': np.float64(0.5994), 'count': 1, 'emoji_count': 0}}",1.0,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
204,Chanel,Why are the pictures blurry and overexposed? I like to see the details!,picture blurry overexposed like see detail,"{'positive': 0.6267494559288025, 'negative': 0.3732505440711975}","{'neg': 0.177, 'neu': 0.506, 'pos': 0.316, 'compound': 0.2732}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.45671093463897705, 'disgust': 0.11197690665721893, 'fear': 0.15528185665607452, 'joy': 0.004702262580394745, 'neutral': 0.10060228407382965, 'sadness': 0.08818309754133224, 'surprise': 0.08254257589578629}",{},0.0,"{'emojis': 0, 'words': 6, 'has_hashtags': False, 'has_mentions': False}"
205,Chanel,Authentic,authentic,"{'positive': 0.6860073804855347, 'negative': 0.31399258971214294}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.00961138866841793, 'disgust': 0.008741526864469051, 'fear': 0.009137356653809547, 'joy': 0.014879058115184307, 'neutral': 0.9019700884819031, 'sadness': 0.011088439263403416, 'surprise': 0.04457211494445801}",{},0.75,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
206,Chanel,its not stunning… this collection is a shame…. where is the classinesss of karl lagerfeld?,stunning collection shame classiness elongated karl lagerfeld,"{'positive': 0.6445363163948059, 'negative': 0.3554637134075165}","{'neg': 0.29, 'neu': 0.467, 'pos': 0.243, 'compound': -0.128}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.02008374035358429, 'disgust': 0.8360077738761902, 'fear': 0.012180648744106293, 'joy': 0.0042365738190710545, 'neutral': 0.073238305747509, 'sadness': 0.03630051389336586, 'surprise': 0.017952559515833855}","{'aesthetic': {'score': np.float64(0.0), 'count': 1, 'emoji_count': 0}}",1.0,"{'emojis': 0, 'words': 7, 'has_hashtags': False, 'has_mentions': False}"
207,Chanel,Post more anamaria please ❤️,post anamaria please ❤,"{'positive': 0.6863710880279541, 'negative': 0.3136288821697235}","{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.005499894265085459, 'disgust': 0.0021666139364242554, 'fear': 0.014584476128220558, 'joy': 0.014330006204545498, 'neutral': 0.9169065952301025, 'sadness': 0.014818182215094566, 'surprise': 0.031694184988737106}",{},0.0,"{'emojis': 1, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
208,Chanel,"Your studio designers nailed it! Fun, colorful, classy and unique all in one❤️❤️ THIS is fashion!",studio designer nailed fun colorful classy unique one allcaps allcaps fashion ❤ ❤,"{'positive': 0.6449496150016785, 'negative': 0.3550504446029663}","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7351}","{'sentiment': 0.0, 'count': 2, 'frequencies': {'❤': 2}}","{'anger': 0.008760252967476845, 'disgust': 0.00263783591799438, 'fear': 0.01019398681819439, 'joy': 0.7775304317474365, 'neutral': 0.1520773470401764, 'sadness': 0.01060343999415636, 'surprise': 0.03819674998521805}","{'design': {'score': np.float64(0.0), 'count': 1, 'emoji_count': 2}, 'innovation': {'score': np.float64(0.3787), 'count': 1, 'emoji_count': 2}}",0.625,"{'emojis': 2, 'words': 13, 'has_hashtags': False, 'has_mentions': False}"
209,Chanel,Obsessed,obsessed,"{'positive': 0.6791124939918518, 'negative': 0.3208874762058258}","{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.22090110182762146, 'disgust': 0.25913485884666443, 'fear': 0.015114914625883102, 'joy': 0.00866742990911007, 'neutral': 0.3459346890449524, 'sadness': 0.05959542095661163, 'surprise': 0.09065166860818863}",{},1.0,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
210,Chanel,Aburrido y poco creativo Chanel necesita una revisión,boring little creative chanel need review,"{'positive': 0.6606749296188354, 'negative': 0.3393251299858093}","{'neg': 0.258, 'neu': 0.449, 'pos': 0.293, 'compound': 0.079}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.011100854724645615, 'disgust': 0.0023382348008453846, 'fear': 0.005962003953754902, 'joy': 0.22368736565113068, 'neutral': 0.6223922371864319, 'sadness': 0.06702633947134018, 'surprise': 0.06749294698238373}",{},0.8333333333333334,"{'emojis': 0, 'words': 6, 'has_hashtags': False, 'has_mentions': False}"
62,Schiaparelli,The best Fashion VISIONARY in The World ✨,best fashion allcaps visionary allcaps world ✨,"{'positive': 0.6580883860588074, 'negative': 0.34191155433654785}","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.8225}","{'sentiment': 1.0, 'count': 1, 'frequencies': {'✨': 1}}","{'anger': 0.03303230181336403, 'disgust': 0.004405871499329805, 'fear': 0.035756081342697144, 'joy': 0.6407059729099274, 'neutral': 0.5764250159263611, 'sadness': 0.016171302646398544, 'surprise': 0.05279745161533356}",{},0.3,"{'emojis': 1, 'words': 7, 'has_hashtags': False, 'has_mentions': False}"
63,Schiaparelli,Just wow,wow,"{'positive': 0.6735788583755493, 'negative': 0.32642123103141785}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.003548627020791173, 'disgust': 0.002489235484972596, 'fear': 0.013587206602096558, 'joy': 0.0042565050534904, 'neutral': 0.01210357528179884, 'sadness': 0.003366597695276141, 'surprise': 0.960648238658905}",{},1.0,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
64,Schiaparelli,"These photos do not do justice to the collection, we deserved to see more details so we could love these masterpieces even more",photo justice collection deserved see detail could love masterpiece even,"{'positive': 0.6319134831428528, 'negative': 0.3680865168571472}","{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.9136}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.4034232199192047, 'disgust': 0.03831764683127403, 'fear': 0.0023313898127526045, 'joy': 0.0820658728480339, 'neutral': 0.31771400570869446, 'sadness': 0.04868949204683304, 'surprise': 0.10745841264724731}",{},0.6,"{'emojis': 0, 'words': 10, 'has_hashtags': False, 'has_mentions': False}"
65,Schiaparelli,The collection was sublime ✨️,collection sublime ✨,"{'positive': 0.6809788346290588, 'negative': 0.31902119517326355}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 1.0, 'count': 1, 'frequencies': {'✨': 1}}","{'anger': 0.006703774910420179, 'disgust': 0.004849790595471859, 'fear': 0.005128406919538975, 'joy': 0.9442175030708313, 'neutral': 0.07652173936367035, 'sadness': 0.007304046303033829, 'surprise': 0.011057162657380104}",{},0.0,"{'emojis': 1, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
66,Schiaparelli,Stunning ❤️,stunning ❤,"{'positive': 0.6711849570274353, 'negative': 0.3288150727748871}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.019524160772562027, 'disgust': 0.015699250623583794, 'fear': 0.03528619930148125, 'joy': 0.1518680304288864, 'neutral': 0.5569802522659302, 'sadness': 0.029113486409187317, 'surprise': 0.19152863323688507}","{'aesthetic': {'score': np.float64(0.1909), 'count': 1, 'emoji_count': 1}}",1.0,"{'emojis': 1, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
